timestamp,open,high,low,close,volume
2025-01-06T09:20:00+05:30,24000.0,24008.0,23996.0,24003.0,100000
2025-01-06T09:25:00+05:30,24002.0,24010.0,23998.0,24005.0,100100
2025-01-06T09:30:00+05:30,24004.0,24012.0,24000.0,24007.0,100200
2025-01-06T09:35:00+05:30,24006.0,24014.0,24002.0,24009.0,100300
2025-01-06T09:40:00+05:30,24008.0,24016.0,24004.0,24011.0,100400
2025-01-06T09:45:00+05:30,24010.0,24018.0,24006.0,24013.0,100500
2025-01-06T09:50:00+05:30,24012.0,24020.0,24008.0,24015.0,100600
2025-01-06T09:55:00+05:30,24014.0,24022.0,24010.0,24017.0,100700
2025-01-06T10:00:00+05:30,24016.0,24024.0,24012.0,24019.0,100800
2025-01-06T10:05:00+05:30,24018.0,24026.0,24014.0,24021.0,100900
2025-01-06T10:10:00+05:30,24020.0,24028.0,24016.0,24023.0,101000
2025-01-06T10:15:00+05:30,24022.0,24030.0,24018.0,24025.0,101100
2025-01-06T10:20:00+05:30,24024.0,24032.0,24020.0,24027.0,101200
2025-01-06T10:25:00+05:30,24026.0,24034.0,24022.0,24029.0,101300
2025-01-06T10:30:00+05:30,24028.0,24036.0,24024.0,24031.0,101400
2025-01-06T10:35:00+05:30,24030.0,24038.0,24026.0,24033.0,101500
2025-01-06T10:40:00+05:30,24032.0,24040.0,24028.0,24035.0,101600
2025-01-06T10:45:00+05:30,24034.0,24042.0,24030.0,24037.0,101700
2025-01-06T10:50:00+05:30,24036.0,24044.0,24032.0,24039.0,101800
2025-01-06T10:55:00+05:30,24038.0,24046.0,24034.0,24041.0,101900
2025-01-06T11:00:00+05:30,24040.0,24048.0,24036.0,24043.0,102000
2025-01-06T11:05:00+05:30,24042.0,24050.0,24038.0,24045.0,102100
2025-01-06T11:10:00+05:30,24044.0,24052.0,24040.0,24047.0,102200
2025-01-06T11:15:00+05:30,24046.0,24054.0,24042.0,24049.0,102300
2025-01-06T11:20:00+05:30,24048.0,24056.0,24044.0,24051.0,102400
2025-01-06T11:25:00+05:30,24050.0,24058.0,24046.0,24053.0,102500
2025-01-06T11:30:00+05:30,24052.0,24060.0,24048.0,24055.0,102600
2025-01-06T11:35:00+05:30,24054.0,24062.0,24050.0,24057.0,102700
2025-01-06T11:40:00+05:30,24056.0,24064.0,24052.0,24059.0,102800
2025-01-06T11:45:00+05:30,24058.0,24066.0,24054.0,24061.0,102900
2025-01-06T11:50:00+05:30,24060.0,24068.0,24056.0,24063.0,103000
2025-01-06T11:55:00+05:30,24062.0,24070.0,24058.0,24065.0,103100
2025-01-06T12:00:00+05:30,24064.0,24072.0,24060.0,24067.0,103200
2025-01-06T12:05:00+05:30,24066.0,24074.0,24062.0,24069.0,103300
2025-01-06T12:10:00+05:30,24068.0,24076.0,24064.0,24071.0,103400
2025-01-06T12:15:00+05:30,24070.0,24078.0,24066.0,24073.0,103500
2025-01-06T12:20:00+05:30,24072.0,24080.0,24068.0,24075.0,103600
2025-01-06T12:25:00+05:30,24074.0,24082.0,24070.0,24077.0,103700
2025-01-06T12:30:00+05:30,24076.0,24084.0,24072.0,24079.0,103800
2025-01-06T12:35:00+05:30,24078.0,24086.0,24074.0,24081.0,103900
2025-01-06T12:40:00+05:30,24080.0,24088.0,24076.0,24083.0,104000
2025-01-06T12:45:00+05:30,24082.0,24090.0,24078.0,24085.0,104100
2025-01-06T12:50:00+05:30,24084.0,24092.0,24080.0,24087.0,104200
2025-01-06T12:55:00+05:30,24086.0,24094.0,24082.0,24089.0,104300
2025-01-06T13:00:00+05:30,24088.0,24096.0,24084.0,24091.0,104400
2025-01-06T13:05:00+05:30,24090.0,24098.0,24086.0,24093.0,104500
2025-01-06T13:10:00+05:30,24092.0,24100.0,24088.0,24095.0,104600
2025-01-06T13:15:00+05:30,24094.0,24102.0,24090.0,24097.0,104700
2025-01-06T13:20:00+05:30,24096.0,24104.0,24092.0,24099.0,104800
2025-01-06T13:25:00+05:30,24098.0,24106.0,24094.0,24101.0,104900
2025-01-06T13:30:00+05:30,24100.0,24108.0,24096.0,24103.0,105000
2025-01-06T13:35:00+05:30,24102.0,24110.0,24098.0,24105.0,105100
2025-01-06T13:40:00+05:30,24104.0,24112.0,24100.0,24107.0,105200
2025-01-06T13:45:00+05:30,24106.0,24114.0,24102.0,24109.0,105300
2025-01-06T13:50:00+05:30,24108.0,24116.0,24104.0,24111.0,105400
2025-01-06T13:55:00+05:30,24110.0,24118.0,24106.0,24113.0,105500
2025-01-06T14:00:00+05:30,24112.0,24120.0,24108.0,24115.0,105600
2025-01-06T14:05:00+05:30,24114.0,24122.0,24110.0,24117.0,105700
2025-01-06T14:10:00+05:30,24116.0,24124.0,24112.0,24119.0,105800
2025-01-06T14:15:00+05:30,24118.0,24126.0,24114.0,24121.0,105900
2025-01-06T14:20:00+05:30,24120.0,24128.0,24116.0,24123.0,106000
2025-01-06T14:25:00+05:30,24122.0,24130.0,24118.0,24125.0,106100
2025-01-06T14:30:00+05:30,24124.0,24132.0,24120.0,24127.0,106200
2025-01-06T14:35:00+05:30,24126.0,24134.0,24122.0,24129.0,106300
2025-01-06T14:40:00+05:30,24128.0,24136.0,24124.0,24131.0,106400
2025-01-06T14:45:00+05:30,24130.0,24138.0,24126.0,24133.0,106500
2025-01-06T14:50:00+05:30,24132.0,24140.0,24128.0,24135.0,106600
2025-01-06T14:55:00+05:30,24134.0,24142.0,24130.0,24137.0,106700
2025-01-06T15:00:00+05:30,24136.0,24144.0,24132.0,24139.0,106800
2025-01-06T15:05:00+05:30,24138.0,24146.0,24134.0,24141.0,106900
2025-01-06T15:10:00+05:30,24140.0,24148.0,24136.0,24143.0,107000
2025-01-06T15:15:00+05:30,24142.0,24150.0,24138.0,24145.0,107100
2025-01-06T15:20:00+05:30,24144.0,24152.0,24140.0,24147.0,107200
2025-01-06T15:25:00+05:30,24146.0,24154.0,24142.0,24149.0,107300
2025-01-06T15:30:00+05:30,24148.0,24156.0,24144.0,24151.0,107400
2025-01-08T09:20:00+05:30,24099,24101,24096,24098,90000
2025-01-08T09:25:00+05:30,24100,24103,24098,24101,90000
2025-01-08T09:30:00+05:30,24101,24103,24098,24100,90000
2025-01-08T09:35:00+05:30,24099,24102,24097,24100,90000
2025-01-08T09:40:00+05:30,24100,24102,24097,24099,90000
2025-01-08T09:45:00+05:30,24101,24104,24099,24102,90000
2025-01-08T09:50:00+05:30,24099,24101,24096,24098,90000
2025-01-08T09:55:00+05:30,24100,24103,24098,24101,90000
2025-01-08T10:00:00+05:30,24101,24103,24098,24100,90000
2025-01-08T10:05:00+05:30,24099,24102,24097,24100,90000
2025-01-08T10:10:00+05:30,24100,24102,24097,24099,90000
2025-01-08T10:15:00+05:30,24101,24104,24099,24102,90000
2025-01-08T10:20:00+05:30,24099,24101,24096,24098,90000
2025-01-08T10:25:00+05:30,24100,24103,24098,24101,90000
2025-01-08T10:30:00+05:30,24101,24103,24098,24100,90000
2025-01-08T10:35:00+05:30,24099,24102,24097,24100,90000
2025-01-08T10:40:00+05:30,24100,24102,24097,24099,90000
2025-01-08T10:45:00+05:30,24101,24104,24099,24102,90000
2025-01-08T10:50:00+05:30,24099,24101,24096,24098,90000
2025-01-08T10:55:00+05:30,24100,24103,24098,24101,90000
2025-01-08T11:00:00+05:30,24101,24103,24098,24100,90000
2025-01-08T11:05:00+05:30,24099,24102,24097,24100,90000
2025-01-08T11:10:00+05:30,24100,24102,24097,24099,90000
2025-01-08T11:15:00+05:30,24101,24104,24099,24102,90000
2025-01-08T11:20:00+05:30,24099,24101,24096,24098,90000
2025-01-08T11:25:00+05:30,24100,24103,24098,24101,90000
2025-01-08T11:30:00+05:30,24101,24103,24098,24100,90000
2025-01-08T11:35:00+05:30,24099,24102,24097,24100,90000
2025-01-08T11:40:00+05:30,24100,24102,24097,24099,90000
